"response","time_taken","conf_level","choice_reason","sample_size","p_value","age","academic_study","gender","beta","sigma","id"
"TRUE",34,1,"1",300,0,9,3,"Female",1.5,5,185
"FALSE",69,4,"13",100,1e-04,2,3,"Male",-1.75,5,94
"TRUE",97,4,"1",100,0,2,3,"Male",-2.75,5,94
"FALSE",28,1,"2",100,0.7565,6,5,"Female",-0.25,5,199
"TRUE",28,1,"1",100,9e-04,6,5,"Female",0.75,5,199
"FALSE",60,1,"2",100,0.0927,6,5,"Female",-1.25,5,199
"TRUE",29,1,"1",100,0,6,5,"Female",1.75,5,199
"TRUE",28,1,"1",100,0,6,5,"Female",2.75,5,199
"FALSE",31,1,"1",300,0.8093,6,5,"Female",-0.1,5,199
"FALSE",31,1,"2",300,0.0895,6,5,"Female",0.4,5,199
"TRUE",38,1,"2",300,0.0234,6,5,"Female",-0.7,5,199
"TRUE",25,1,"1",300,0.0342,6,5,"Female",-0.7,5,199
"TRUE",21,1,"1",300,0,6,5,"Female",1,5,199
"TRUE",39,1,"2",300,0.0013,6,5,"Female",-1.5,5,199
"TRUE",31,1,"1",300,0.0067,6,5,"Female",1.5,5,199
"FALSE",13,2,"1",100,0.0036,2,5,"Male",-0.25,5,102
"FALSE",15,1,"1",100,9e-04,2,5,"Male",0.75,5,102
"FALSE",25,2,"1",100,0.1034,2,5,"Male",1.25,5,102
"TRUE",19,1,"1",100,0,2,5,"Male",1.75,5,102
"TRUE",55,4,"13",100,0,2,5,"Male",2.75,5,102
"FALSE",11,2,"1",300,0.352,2,5,"Male",0.4,5,102
"TRUE",12,2,"1",300,1e-04,2,5,"Male",0.7,5,102
"FALSE",116,3,"1",300,0.4749,2,5,"Male",-1,5,102
"FALSE",13,3,"1",300,0.0013,2,5,"Male",-1.5,5,102
"TRUE",20,2,"1",300,0.0067,2,5,"Male",1.5,5,102
"FALSE",48,3,"1",100,0.5453,2,3,"Female",-0.25,5,66
"TRUE",16,4,"1",100,9e-04,2,3,"Female",0.75,5,66
"FALSE",63,3,"12",100,0.0927,2,3,"Female",-1.25,5,66
"TRUE",16,5,"1",100,0,2,3,"Female",1.75,5,66
"FALSE",17,3,"1",100,1e-04,2,3,"Female",-1.75,5,66
"TRUE",28,5,"1",100,0,2,3,"Female",-2.75,5,66
"TRUE",25,2,"1",300,0.1912,2,3,"Female",0.1,5,66
"FALSE",25,2,"12",300,0.0895,2,3,"Female",0.4,5,66
"FALSE",18,3,"1",300,0.352,2,3,"Female",0.4,5,66
"FALSE",26,2,"1",300,0.0342,2,3,"Female",-0.7,5,66
"FALSE",41,2,"1",300,0.0342,2,3,"Female",-0.7,5,66
"TRUE",10,4,"1",300,0,2,3,"Female",1,5,66
"TRUE",22,3,"1",300,0.0067,2,3,"Female",1.5,5,66
"TRUE",19,5,"1",300,0,2,3,"Female",1.5,5,66
"TRUE",17,3,"1",300,0.0012,2,3,"Female",0.8,12,66
"TRUE",16,3,"1",300,0.0014,2,3,"Female",-2.3,12,66
"TRUE",16,4,"1",300,0,2,3,"Female",-3.5,12,66
"TRUE",15,1,"1",100,0,4,5,"Male",2.75,5,137
"FALSE",64,2,"1",100,0.6879,4,5,"Male",-0.5,12,137
"FALSE",30,2,"1",100,0.1297,4,5,"Male",1.5,12,137
"FALSE",15,1,"1",100,0.0539,4,5,"Male",3.5,12,137
"TRUE",20,2,"1",100,0.0028,4,5,"Male",4.5,12,137
"TRUE",18,2,"1",100,0,4,5,"Male",-6,12,137
"FALSE",14,1,"1",300,0.108,4,5,"Male",0.8,12,137
"TRUE",24,1,"1",300,1e-04,4,5,"Male",1.75,12,137
"FALSE",24,1,"1",300,0.0017,4,5,"Male",2.3,12,137
"TRUE",12,1,"1",300,0,4,5,"Male",-3.5,12,137
"TRUE",20,1,"1",300,0,4,5,"Male",3.5,12,137
"FALSE",29,4,"12",100,0.1297,3,1,"Male",1.5,12,24
"FALSE",35,4,"123",100,0.0514,3,1,"Male",-3.5,12,24
"TRUE",9,5,"12",100,0.0028,3,1,"Male",4.5,12,24
"TRUE",8,5,"12",100,0,3,1,"Male",-6,12,24
"TRUE",9,5,"12",100,0,3,1,"Male",-6,12,24
"FALSE",22,4,"12",300,0.4015,3,1,"Male",0,12,24
"FALSE",89,4,"1",300,0.108,3,1,"Male",0.8,12,24
"FALSE",40,4,"1",300,0.0035,3,1,"Male",-1.75,12,24
"FALSE",33,4,"12",300,0.0017,3,1,"Male",2.3,12,24
"TRUE",73,4,"12",300,0,3,1,"Male",-3.5,12,24
"FALSE",35,3,"1",100,0.7565,2,3,"Male",-0.25,5,139
"TRUE",48,1,"1",100,9e-04,2,3,"Male",0.75,5,139
"FALSE",28,1,"1",100,0.0927,2,3,"Male",-1.25,5,139
"TRUE",31,1,"1",100,1e-04,2,3,"Male",-1.75,5,139
"TRUE",50,1,"1",100,0,2,3,"Male",-2.75,5,139
"FALSE",42,1,"1",100,0.1297,2,3,"Male",1.5,12,139
"TRUE",42,2,"1",100,0.0514,2,3,"Male",-3.5,12,139
"TRUE",13,1,"1",100,0.0061,2,3,"Male",-4.5,12,139
"TRUE",16,1,"1",100,0,2,3,"Male",-6,12,139
"TRUE",10,1,"1",100,0,2,3,"Male",-6,12,139
"FALSE",31,2,"1",300,0.2964,2,3,"Male",0.4,5,139
"FALSE",36,3,"1",100,0.5075,9,5,"Male",-0.5,12,93
"FALSE",22,4,"1",100,0.1297,9,5,"Male",1.5,12,93
"FALSE",24,4,"1",100,0.0514,9,5,"Male",-3.5,12,93
"TRUE",23,4,"1",100,0.0061,9,5,"Male",-4.5,12,93
"TRUE",43,4,"1",100,0,9,5,"Male",-6,12,93
"FALSE",30,3,"1",300,0.0839,9,5,"Male",-0.8,12,93
"TRUE",15,3,"1",300,6e-04,9,5,"Male",1.75,12,93
"FALSE",29,3,"1",300,0.0317,9,5,"Male",2.3,12,93
"TRUE",13,3,"1",300,0,9,5,"Male",-3.5,12,93
"TRUE",25,4,"1",300,0,9,5,"Male",3.5,12,93
"TRUE",63,2,"12",100,0.0036,7,5,"Female",-0.25,5,348
"FALSE",78,2,"1",100,0.7565,7,5,"Female",-0.25,5,348
"TRUE",24,1,"12",100,9e-04,7,5,"Female",0.75,5,348
"FALSE",58,2,"1",100,0.1235,7,5,"Female",0.75,5,348
"FALSE",26,2,"1",100,0.0927,7,5,"Female",-1.25,5,348
"FALSE",113,3,"1",100,0.1034,7,5,"Female",1.25,5,348
"TRUE",30,2,"1",100,6e-04,7,5,"Female",-1.75,5,348
"TRUE",48,2,"2",100,1e-04,7,5,"Female",-1.75,5,348
"TRUE",16,1,"1",100,0,7,5,"Female",2.75,5,348
"TRUE",31,1,"12",100,0,7,5,"Female",2.75,5,348
"TRUE",100,4,"1",300,0.0895,7,5,"Female",0.4,5,348
"TRUE",21,2,"12",300,1e-04,7,5,"Female",0.7,5,348
"FALSE",43,2,"12",300,0.4749,7,5,"Female",-1,5,348
"TRUE",23,2,"12",300,0.0067,7,5,"Female",1.5,5,348
"TRUE",30,1,"12",300,0,7,5,"Female",1.5,5,348
"FALSE",47,3,"12",300,0.108,7,5,"Female",0.8,12,348
"TRUE",26,1,"123",300,1e-04,7,5,"Female",1.75,12,348
"TRUE",35,2,"1",300,0.0014,7,5,"Female",-2.3,12,348
"TRUE",26,1,"12",300,0,7,5,"Female",-3.5,12,348
"TRUE",35,1,"123",300,0,7,5,"Female",-3.5,12,348
"TRUE",14,1,"1",100,0.0036,5,5,"Male",-0.25,5,34
"FALSE",26,2,"12",100,0.903,5,5,"Male",-0.75,5,34
"FALSE",56,4,"1",100,0.1034,5,5,"Male",1.25,5,34
"TRUE",8,1,"1",100,6e-04,5,5,"Male",-1.75,5,34
"TRUE",13,1,"1",100,0,5,5,"Male",-2.75,5,34
"FALSE",13,5,"1",100,0.4696,5,5,"Male",-1.5,12,34
"FALSE",35,3,"1",100,0.0802,5,5,"Male",-3.5,12,34
"TRUE",13,1,"12",100,0.0028,5,5,"Male",4.5,12,34
"TRUE",7,1,"1",100,0,5,5,"Male",-6,12,34
"TRUE",8,1,"1",100,0,5,5,"Male",-6,12,34
"FALSE",29,3,"1",300,0.1912,5,5,"Male",0.1,5,34
"FALSE",15,1,"1",100,0.469,5,5,"Male",0.25,5,34
"TRUE",7,1,"1",100,7e-04,5,5,"Male",1.25,5,34
"TRUE",16,1,"1",100,0.003,5,5,"Male",-1.25,5,34
"TRUE",9,1,"1",100,0.0452,5,5,"Male",-1.5,12,34
"TRUE",17,1,"1",100,0.0013,5,5,"Male",-3.5,12,34
"TRUE",8,1,"1",100,4e-04,5,5,"Male",-3.5,12,34
"TRUE",13,1,"1",300,1e-04,5,5,"Male",-2.3,12,34
"TRUE",13,1,"1",300,0,5,5,"Male",2.3,12,34
"FALSE",15,1,"1",300,0.795,5,5,"Male",0.8,12,34
"TRUE",7,1,"1",100,0,5,5,"Male",-6,12,34
"FALSE",33,4,"12",100,0.8014,2,3,"Male",-0.5,12,94
"FALSE",44,5,"12",100,0.1297,2,3,"Male",1.5,12,94
"FALSE",57,4,"123",100,0.0514,2,3,"Male",-3.5,12,94
"TRUE",17,5,"12",100,0,2,3,"Male",4.5,12,94
"TRUE",46,5,"12",100,0,2,3,"Male",-6,12,94
"FALSE",49,2,"12",300,0.352,2,3,"Male",0.4,5,94
"TRUE",33,2,"12",300,0.0234,2,3,"Male",-0.7,5,94
"TRUE",24,4,"12",300,0,2,3,"Male",1,5,94
"TRUE",25,4,"12",300,0.0013,2,3,"Male",-1.5,5,94
"TRUE",17,3,"12",300,0.0067,2,3,"Male",1.5,5,94
"FALSE",79,2,"2",100,0.8014,2,3,"Male",-0.5,12,42
"FALSE",74,2,"2",100,0.4696,2,3,"Male",-1.5,12,42
"FALSE",18,2,"1",100,0.9403,2,3,"Male",-1.5,12,42
"FALSE",60,2,"1",100,0.0539,2,3,"Male",3.5,12,42
"TRUE",57,2,"1",100,0.0028,2,3,"Male",4.5,12,42
"FALSE",54,1,"1",100,0,2,3,"Male",-6,12,42
"FALSE",53,3,"2",300,0.0839,2,3,"Male",-0.8,12,42
"TRUE",18,1,"2",300,1e-04,2,3,"Male",1.75,12,42
"FALSE",72,2,"2",300,0.0317,2,3,"Male",2.3,12,42
"TRUE",27,1,"2",300,0,2,3,"Male",3.5,12,42
"TRUE",19,1,"1",300,0,2,3,"Male",-3.5,12,42
"FALSE",48,5,"1",100,0.0036,3,2,"Female",-0.25,5,294
"FALSE",63,5,"1",100,0.1235,3,2,"Female",0.75,5,294
"FALSE",60,5,"1",100,0.0887,3,2,"Female",-1.25,5,294
"TRUE",18,5,"1",100,0,3,2,"Female",1.75,5,294
"TRUE",76,5,"1",100,0,3,2,"Female",2.75,5,294
"FALSE",54,5,"1",300,0.352,3,2,"Female",0.4,5,294
"TRUE",113,5,"1",300,0.0234,3,2,"Female",-0.7,5,294
"TRUE",16,5,"1",300,0,3,2,"Female",1,5,294
"TRUE",45,5,"1",300,0.0013,3,2,"Female",-1.5,5,294
"TRUE",75,5,"1",300,0.0067,3,2,"Female",1.5,5,294
"FALSE",72,2,"1",300,0.1912,2,3,"Male",0.1,5,166
"FALSE",45,3,"1",300,0.5707,2,3,"Male",-0.1,5,166
"FALSE",33,2,"1",300,0.352,2,3,"Male",0.4,5,166
"TRUE",49,3,"1",300,0.0342,2,3,"Male",-0.7,5,166
"TRUE",25,4,"1",300,0,2,3,"Male",1,5,166
"TRUE",38,4,"1",300,0.0067,2,3,"Male",1.5,5,166
"TRUE",19,2,"1",300,0.0012,2,3,"Male",0.8,12,166
"TRUE",20,2,"1",300,6e-04,2,3,"Male",1.75,12,166
"FALSE",50,2,"1",300,0.0317,2,3,"Male",2.3,12,166
"TRUE",14,1,"1",300,0,2,3,"Male",-3.5,12,166
"TRUE",22,2,"1",300,0,2,3,"Male",3.5,12,166
"FALSE",25,1,"1",300,0.2964,2,2,"Female",0.4,5,308
"TRUE",10,1,"1",300,1e-04,2,2,"Female",0.7,5,308
"FALSE",41,3,"1",300,0.4749,2,2,"Female",-1,5,308
"TRUE",20,2,"1",300,0.0013,2,2,"Female",-1.5,5,308
"TRUE",14,1,"1",300,0,2,2,"Female",1.5,5,308
"FALSE",21,1,"1",300,0.2873,2,2,"Female",0,12,308
"FALSE",16,1,"1",300,0.108,2,2,"Female",0.8,12,308
"TRUE",27,1,"1",300,6e-04,2,2,"Female",1.75,12,308
"TRUE",47,2,"1",300,0.0014,2,2,"Female",-2.3,12,308
"TRUE",64,1,"1",300,0,2,2,"Female",-3.5,12,308
"FALSE",44,3,"1",100,0.5075,10,5,"Male",-0.5,12,6
"FALSE",32,3,"1",100,0.4696,10,5,"Male",-1.5,12,6
"FALSE",61,3,"1",100,0.0802,10,5,"Male",-3.5,12,6
"TRUE",45,5,"1",100,0.0061,10,5,"Male",-4.5,12,6
"TRUE",68,5,"12",100,0,10,5,"Male",-6,12,6
"FALSE",28,3,"1",300,0.352,10,5,"Male",0.4,5,6
"TRUE",20,3,"1",300,0.0342,10,5,"Male",-0.7,5,6
"TRUE",13,4,"1",300,0,10,5,"Male",1,5,6
"TRUE",14,4,"1",300,0.0013,10,5,"Male",-1.5,5,6
"TRUE",23,3,"1",300,0.0067,10,5,"Male",1.5,5,6
"FALSE",48,3,"1",100,0.5075,3,2,"Female",-0.5,12,52
"FALSE",29,3,"1",100,0.9403,3,2,"Female",-1.5,12,52
"FALSE",37,2,"1",100,0.0514,3,2,"Female",-3.5,12,52
"TRUE",25,1,"1",100,0,3,2,"Female",4.5,12,52
"TRUE",19,1,"1",100,0,3,2,"Female",-6,12,52
"FALSE",39,4,"1",300,0.0895,3,2,"Female",0.4,5,52
"TRUE",41,4,"1",300,0.0342,3,2,"Female",-0.7,5,52
"FALSE",29,3,"1",300,0.4749,3,2,"Female",-1,5,52
"TRUE",11,2,"1",300,0.0067,3,2,"Female",1.5,5,52
"TRUE",16,1,"1",300,0,3,2,"Female",1.5,5,52
"FALSE",13,4,"1",300,0,3,2,"Female",3.5,12,52
"FALSE",28,4,"1",100,0.5075,2,2,"Male",-0.5,12,113
"FALSE",16,3,"1",100,0.4696,2,2,"Male",-1.5,12,113
"FALSE",27,3,"1",100,0.0539,2,2,"Male",3.5,12,113
"TRUE",11,1,"1",100,0,2,2,"Male",4.5,12,113
"TRUE",27,1,"1",100,0,2,2,"Male",-6,12,113
"FALSE",33,5,"1",300,0.0895,2,2,"Male",0.4,5,113
"TRUE",15,3,"1",300,0.0234,2,2,"Male",-0.7,5,113
"TRUE",16,4,"1",300,0,2,2,"Male",1,5,113
"TRUE",14,4,"1",300,0.0013,2,2,"Male",-1.5,5,113
"TRUE",20,4,"1",300,0.0067,2,2,"Male",1.5,5,113
"FALSE",42,5,"2",100,0.5453,6,2,"Male",-0.25,5,289
"FALSE",34,5,"1",100,0.1235,6,2,"Male",0.75,5,289
"FALSE",74,3,"4",100,0.0927,6,2,"Male",-1.25,5,289
"TRUE",50,5,"2",100,1e-04,6,2,"Male",-1.75,5,289
"TRUE",104,5,"1",100,0,6,2,"Male",2.75,5,289
"FALSE",64,2,"1",300,0.352,6,2,"Male",0.4,5,289
"TRUE",26,5,"1",300,1e-04,6,2,"Male",0.7,5,289
"TRUE",30,5,"1",300,0,6,2,"Male",1,5,289
"TRUE",51,5,"3",300,0.0067,6,2,"Male",1.5,5,289
"TRUE",33,5,"1",300,0,6,2,"Male",1.5,5,289
"FALSE",25,2,"1",300,0.1912,6,2,"Male",0.1,5,231
"FALSE",22,2,"1",300,0.2964,6,2,"Male",0.4,5,231
"TRUE",17,1,"1",300,1e-04,6,2,"Male",0.7,5,231
"TRUE",25,1,"1",300,0,6,2,"Male",1,5,231
"FALSE",94,2,"1",300,0.0013,6,2,"Male",-1.5,5,231
"FALSE",22,1,"1",300,0.108,6,2,"Male",0.8,12,231
"TRUE",18,1,"1",300,1e-04,6,2,"Male",1.75,12,231
"FALSE",38,2,"1",300,0.0317,6,2,"Male",2.3,12,231
"TRUE",12,1,"1",300,0,6,2,"Male",-3.5,12,231
"TRUE",25,1,"1",300,0,6,2,"Male",3.5,12,231
"TRUE",19,1,"1",300,0,6,2,"Male",-3.5,12,231
"FALSE",32,2,"1",100,0.903,7,2,"Female",-0.75,5,25
"FALSE",38,2,"1",100,0.6879,7,2,"Female",-0.5,12,25
"FALSE",34,2,"1",100,0.9403,7,2,"Female",-1.5,12,25
"FALSE",35,2,"1",100,0.9403,7,2,"Female",-1.5,12,25
"FALSE",24,1,"1",100,0.9403,7,2,"Female",-1.5,12,25
"FALSE",88,2,"1",100,0.0802,7,2,"Female",-3.5,12,25
"TRUE",26,1,"1",100,0.0061,7,2,"Female",-4.5,12,25
"TRUE",45,1,"1",100,0.0028,7,2,"Female",4.5,12,25
"TRUE",48,1,"13",100,0,7,2,"Female",-6,12,25
"FALSE",38,2,"1",300,0.352,7,2,"Female",0.4,5,25
"FALSE",24,2,"1",300,0.0342,7,2,"Female",-0.7,5,25
"TRUE",13,1,"1",300,0,7,2,"Female",1,5,25
"TRUE",30,2,"1",300,0.0013,7,2,"Female",-1.5,5,25
"TRUE",16,1,"1",300,0.0067,7,2,"Female",1.5,5,25
"TRUE",36,1,"1",300,0.0014,7,2,"Female",-2.3,12,25
"FALSE",27,1,"1",100,0.469,7,2,"Female",0.25,5,25
"TRUE",47,1,"1",100,7e-04,7,2,"Female",1.25,5,25
"TRUE",24,1,"1",100,0.003,7,2,"Female",-1.25,5,25
"FALSE",35,1,"1",100,0.0452,7,2,"Female",-1.5,12,25
"TRUE",35,1,"1",100,0.0013,7,2,"Female",-3.5,12,25
"TRUE",22,1,"1",100,4e-04,7,2,"Female",-3.5,12,25
"TRUE",26,1,"1",300,1e-04,7,2,"Female",-2.3,12,25
"TRUE",39,1,"1",300,0,7,2,"Female",2.3,12,25
"FALSE",31,1,"1",300,0.795,7,2,"Female",0.8,12,25
"TRUE",20,1,"1",100,0,7,2,"Female",-6,12,25
"FALSE",16,3,"1",100,0.1297,3,3,"Female",1.5,12,169
"FALSE",14,3,"1",100,0.0514,3,3,"Female",-3.5,12,169
"TRUE",10,2,"1",100,0,3,3,"Female",4.5,12,169
"TRUE",12,1,"1",100,0,3,3,"Female",-6,12,169
"TRUE",11,2,"1",100,0,3,3,"Female",-6,12,169
"FALSE",12,3,"1",300,0.2255,3,3,"Female",0,12,169
"FALSE",14,2,"1",300,0.108,3,3,"Female",0.8,12,169
"TRUE",13,4,"1",300,6e-04,3,3,"Female",1.75,12,169
"TRUE",13,4,"1",300,0.0017,3,3,"Female",2.3,12,169
"TRUE",62,4,"1",300,0,3,3,"Female",-3.5,12,169
"FALSE",19,1,"2",100,0.903,7,4,"Male",-0.75,5,202
"FALSE",34,1,"2",100,0.1034,7,4,"Male",1.25,5,202
"TRUE",11,1,"1",100,6e-04,7,4,"Male",-1.75,5,202
"TRUE",21,1,"1",100,0,7,4,"Male",1.75,5,202
"TRUE",24,1,"1",100,0,7,4,"Male",-2.75,5,202
"TRUE",28,1,"1",100,0,7,4,"Male",2.75,5,202
"TRUE",26,3,"2",100,0.0802,7,4,"Male",-3.5,12,202
"FALSE",60,2,"2",300,0.4015,7,4,"Male",0,12,202
"FALSE",61,2,"2",300,0.0839,7,4,"Male",-0.8,12,202
"TRUE",27,1,"1",300,1e-04,7,4,"Male",1.75,12,202
"FALSE",33,1,"2",300,0.0317,7,4,"Male",2.3,12,202
"TRUE",27,1,"1",300,0,7,4,"Male",-3.5,12,202
"FALSE",50,3,"1",100,0.6879,6,1,"Female",-0.5,12,338
"FALSE",39,4,"1",100,0.1297,6,1,"Female",1.5,12,338
"FALSE",29,3,"1",100,0.0539,6,1,"Female",3.5,12,338
"TRUE",15,5,"1",100,0.0028,6,1,"Female",4.5,12,338
"TRUE",27,5,"1",100,0,6,1,"Female",-6,12,338
"FALSE",37,3,"1",300,0.0839,6,1,"Female",-0.8,12,338
"TRUE",19,4,"1",300,0.0035,6,1,"Female",-1.75,12,338
"FALSE",39,4,"1",300,0.0317,6,1,"Female",2.3,12,338
"TRUE",12,5,"1",300,0,6,1,"Female",-3.5,12,338
"TRUE",15,5,"1",300,0,6,1,"Female",-3.5,12,338
"FALSE",28,2,"12",100,0.9403,2,2,"Female",-1.5,12,56
"FALSE",38,2,"12",100,0.0514,2,2,"Female",-3.5,12,56
"TRUE",12,5,"1",100,0.0061,2,2,"Female",-4.5,12,56
"TRUE",8,5,"1",100,0,2,2,"Female",4.5,12,56
"TRUE",11,5,"1",100,0,2,2,"Female",-6,12,56
"TRUE",9,5,"1",100,0,2,2,"Female",-6,12,56
"FALSE",20,3,"12",300,0.2255,2,2,"Female",0,12,56
"TRUE",19,4,"1",300,0.0012,2,2,"Female",0.8,12,56
"TRUE",12,4,"1",300,6e-04,2,2,"Female",1.75,12,56
"TRUE",29,3,"12",300,0.0017,2,2,"Female",2.3,12,56
"TRUE",9,5,"1",300,0,2,2,"Female",3.5,12,56
"TRUE",25,5,"1",300,0,2,2,"Female",-3.5,12,56
"FALSE",20,4,"1",100,0.7565,3,1,"Male",-0.25,5,210
"FALSE",11,3,"1",100,0.1235,3,1,"Male",0.75,5,210
"FALSE",13,4,"1",100,0.0927,3,1,"Male",-1.25,5,210
"TRUE",12,4,"1",100,6e-04,3,1,"Male",-1.75,5,210
"TRUE",48,1,"1",100,0,3,1,"Male",2.75,5,210
"FALSE",10,4,"1",300,0.0895,3,1,"Male",0.4,5,210
"TRUE",23,3,"1",300,0.0234,3,1,"Male",-0.7,5,210
"FALSE",17,4,"1",300,0.0342,3,1,"Male",-0.7,5,210
"TRUE",9,5,"1",300,0,3,1,"Male",1,5,210
"TRUE",13,4,"1",300,0.0013,3,1,"Male",-1.5,5,210
"TRUE",16,4,"1",300,0.0067,3,1,"Male",1.5,5,210
"FALSE",16,4,"1",100,0.469,3,1,"Male",0.25,5,211
"TRUE",8,4,"1",100,7e-04,3,1,"Male",1.25,5,211
"FALSE",53,5,"1",100,0.5453,9,5,"Female",-0.25,5,200
"TRUE",39,4,"1",100,9e-04,9,5,"Female",0.75,5,200
"FALSE",87,5,"1",100,0.0927,9,5,"Female",-1.25,5,200
"TRUE",91,5,"1",100,1e-04,9,5,"Female",-1.75,5,200
"TRUE",44,1,"1",100,0,9,5,"Female",2.75,5,200
"FALSE",40,4,"1",100,0.1297,9,5,"Female",1.5,12,200
"FALSE",60,4,"1",100,0.0802,9,5,"Female",-3.5,12,200
"TRUE",18,3,"1",100,0,9,5,"Female",4.5,12,200
"TRUE",36,4,"1",100,0,9,5,"Female",-6,12,200
"TRUE",23,3,"1",100,0,9,5,"Female",-6,12,200
"TRUE",17,4,"1",100,0,9,5,"Female",-6,12,200
"FALSE",41,4,"12",100,0.5075,7,3,"Female",-0.5,12,213
"FALSE",61,4,"12",100,0.9403,7,3,"Female",-1.5,12,213
"TRUE",87,4,"12",100,0.0539,7,3,"Female",3.5,12,213
"TRUE",17,5,"1",100,0,7,3,"Female",4.5,12,213
"TRUE",185,4,"12",100,0,7,3,"Female",-6,12,213
"FALSE",22,5,"1",300,0.352,7,3,"Female",0.4,5,213
"TRUE",78,4,"13",300,0.0234,7,3,"Female",-0.7,5,213
"TRUE",12,5,"1",300,0,7,3,"Female",1,5,213
"TRUE",14,5,"1",300,0.0013,7,3,"Female",-1.5,5,213
"TRUE",13,5,"1",300,0,7,3,"Female",1.5,5,213
"TRUE",29,3,"1",100,0.0036,3,3,"Female",-0.25,5,298
"FALSE",18,2,"1",100,0.1235,3,3,"Female",0.75,5,298
"TRUE",42,3,"1",100,0.0887,3,3,"Female",-1.25,5,298
"TRUE",37,2,"1",100,1e-04,3,3,"Female",-1.75,5,298
"TRUE",26,2,"1",100,0,3,3,"Female",-2.75,5,298
"FALSE",29,4,"1",100,0.4696,3,3,"Female",-1.5,12,298
"TRUE",56,5,"1",100,0.0802,3,3,"Female",-3.5,12,298
"TRUE",14,1,"1",100,0,3,3,"Female",4.5,12,298
"TRUE",26,4,"1",100,0,3,3,"Female",-6,12,298
"TRUE",13,1,"1",100,0,3,3,"Female",-6,12,298
"FALSE",23,3,"1",100,0.903,10,5,"Male",-0.75,5,135
"FALSE",33,2,"1",100,0.0927,10,5,"Male",-1.25,5,135
"TRUE",19,1,"1",100,0,10,5,"Male",1.75,5,135
"TRUE",19,1,"1",100,0,10,5,"Male",2.75,5,135
"TRUE",16,1,"1",100,0,10,5,"Male",-2.75,5,135
"FALSE",29,2,"1",300,0.2873,10,5,"Male",0,12,135
"TRUE",42,3,"1",300,0.0012,10,5,"Male",0.8,12,135
"TRUE",24,2,"1",300,6e-04,10,5,"Male",1.75,12,135
"FALSE",52,2,"1",300,0.0317,10,5,"Male",2.3,12,135
"TRUE",22,1,"1",300,0,10,5,"Male",-3.5,12,135
"FALSE",24,3,"1",100,0.8014,5,3,"Female",-0.5,12,197
"FALSE",30,3,"1",100,0.4696,5,3,"Female",-1.5,12,197
"FALSE",15,2,"1",100,0.0539,5,3,"Female",3.5,12,197
"TRUE",16,1,"1",100,0.0028,5,3,"Female",4.5,12,197
"TRUE",17,1,"1",100,0,5,3,"Female",-6,12,197
"FALSE",27,3,"1",300,0.352,5,3,"Female",0.4,5,197
"TRUE",30,2,"1",300,0.0342,5,3,"Female",-0.7,5,197
"TRUE",12,2,"1",300,0,5,3,"Female",1,5,197
"TRUE",26,2,"1",300,0.0013,5,3,"Female",-1.5,5,197
"TRUE",19,2,"1",300,0,5,3,"Female",1.5,5,197
"FALSE",83,2,"1",100,0.5453,4,2,"Male",-0.25,5,273
"FALSE",26,3,"1",100,0.1235,4,2,"Male",0.75,5,273
"FALSE",55,3,"1",100,0.0927,4,2,"Male",-1.25,5,273
"TRUE",46,3,"1",100,1e-04,4,2,"Male",-1.75,5,273
"TRUE",59,4,"1",100,0,4,2,"Male",2.75,5,273
"FALSE",63,2,"1",100,0.8014,4,2,"Male",-0.5,12,273
"TRUE",42,3,"1",300,0.0012,4,2,"Male",0.8,12,273
"TRUE",65,4,"1",300,0.0035,4,2,"Male",-1.75,12,273
"TRUE",41,3,"1",300,0.0014,4,2,"Male",-2.3,12,273
"TRUE",47,4,"1",300,0,4,2,"Male",3.5,12,273
"TRUE",30,2,"1",300,0,4,2,"Male",-3.5,12,273
"FALSE",41,5,"123",100,0.9403,2,2,"Male",-1.5,12,188
"FALSE",53,2,"1",100,0.0539,2,2,"Male",3.5,12,188
"TRUE",12,5,"123",100,0.0028,2,2,"Male",4.5,12,188
"TRUE",17,5,"123",100,0,2,2,"Male",-6,12,188
"FALSE",9,5,"123",100,0,2,2,"Male",-6,12,188
"FALSE",39,5,"123",300,0.2255,2,2,"Male",0,12,188
"TRUE",20,5,"123",300,0.0012,2,2,"Male",0.8,12,188
"TRUE",31,5,"12",300,6e-04,2,2,"Male",1.75,12,188
"TRUE",29,5,"12",300,0.0014,2,2,"Male",-2.3,12,188
"TRUE",72,5,"1",300,0,2,2,"Male",3.5,12,188
"TRUE",10,5,"1",100,0.003,3,1,"Male",-1.25,5,211
"TRUE",18,4,"1",100,0.0452,3,1,"Male",-1.5,12,211
"TRUE",10,4,"1",100,0.0013,3,1,"Male",-3.5,12,211
"TRUE",69,5,"1",100,4e-04,3,1,"Male",-3.5,12,211
"TRUE",15,4,"1",300,1e-04,3,1,"Male",-2.3,12,211
"TRUE",12,5,"1",300,0,3,1,"Male",2.3,12,211
"FALSE",14,4,"1",300,0.795,3,1,"Male",0.8,12,211
"TRUE",7,5,"1",100,0,3,1,"Male",-6,12,211
"FALSE",84,3,"2",300,0.5707,10,5,"Male",-0.1,5,167
"TRUE",93,3,"2",300,0.0895,10,5,"Male",0.4,5,167
"FALSE",63,3,"1",300,0.0234,10,5,"Male",-0.7,5,167
"FALSE",76,2,"1",300,0.4749,10,5,"Male",-1,5,167
