"beta","pow","sample_size","sigma","test"
1.36,0.855598558722028,100,5,"smooth571"
1.41,0.854906841210216,100,5,"smooth571"
1.46,0.854555236359918,100,5,"smooth571"
1.51,0.854740594629025,100,5,"smooth571"
1.56,0.855273256859043,100,5,"smooth571"
1.61,0.85600773701466,100,5,"smooth571"
1.66,0.856945020997817,100,5,"smooth571"
1.71,0.858086094710459,100,5,"smooth571"
1.76,0.859431944054529,100,5,"smooth571"
1.81,0.86098355493197,100,5,"smooth571"
1.86,0.862741913244728,100,5,"smooth571"
1.91,0.864708004894744,100,5,"smooth571"
1.96,0.866882815783963,100,5,"smooth571"
2.01,0.869267331814328,100,5,"smooth571"
2.06,0.871862538887784,100,5,"smooth571"
2.11,0.874669422906272,100,5,"smooth571"
2.16,0.877688969771738,100,5,"smooth571"
2.21,0.880922165386125,100,5,"smooth571"
2.26,NA,100,5,"smooth571"
2.31,NA,100,5,"smooth571"
2.36,NA,100,5,"smooth571"
2.41,NA,100,5,"smooth571"
2.46,NA,100,5,"smooth571"
-0.01,NA,100,5,"smooth571"
-0.06,NA,100,5,"smooth571"
-0.11,0.89696392272848,100,5,"smooth571"
-0.16,0.89413582154567,100,5,"smooth571"
-0.21,0.891414615789856,100,5,"smooth571"
-0.26,0.88878754770068,100,5,"smooth571"
-0.31,0.886241859517778,100,5,"smooth571"
-0.36,0.88376479348079,100,5,"smooth571"
-0.41,0.881342014924065,100,5,"smooth571"
-0.46,0.878921854869203,100,5,"smooth571"
-0.51,0.876515185403753,100,5,"smooth571"
-0.56,0.874163943169445,100,5,"smooth571"
-0.61,0.871910064808009,100,5,"smooth571"
-0.66,0.869795486961174,100,5,"smooth571"
-0.71,0.86786214627067,100,5,"smooth571"
-0.76,0.866151169444413,100,5,"smooth571"
-0.81,0.864662172897284,100,5,"smooth571"
-0.86,0.863366095911426,100,5,"smooth571"
-0.91,0.8622399067496,100,5,"smooth571"
-0.96,0.861260573674563,100,5,"smooth571"
-1.01,0.860405064949076,100,5,"smooth571"
-1.06,0.859650348835896,100,5,"smooth571"
-1.11,0.858973393597784,100,5,"smooth571"
-1.16,0.858351167497498,100,5,"smooth571"
-1.21,0.857760638797797,100,5,"smooth571"
-1.26,0.857172808047149,100,5,"smooth571"
-1.31,0.856423007974592,100,5,"smooth571"
-1.36,0.855598558722028,100,5,"smooth571"
-1.41,0.854906841210216,100,5,"smooth571"
-1.46,0.854555236359918,100,5,"smooth571"
-1.51,0.854740594629025,100,5,"smooth571"
-1.56,0.855273256859043,100,5,"smooth571"
-1.61,0.85600773701466,100,5,"smooth571"
-1.66,0.856945020997817,100,5,"smooth571"
-1.71,0.858086094710459,100,5,"smooth571"
-1.76,0.859431944054529,100,5,"smooth571"
-1.81,0.86098355493197,100,5,"smooth571"
-1.86,0.862741913244728,100,5,"smooth571"
-1.91,0.864708004894744,100,5,"smooth571"
-1.96,0.866882815783963,100,5,"smooth571"
-2.01,0.869267331814328,100,5,"smooth571"
-2.06,0.871862538887784,100,5,"smooth571"
-2.11,0.874669422906272,100,5,"smooth571"
-2.16,0.877688969771738,100,5,"smooth571"
-2.21,0.880922165386125,100,5,"smooth571"
-2.26,NA,100,5,"smooth571"
-2.31,NA,100,5,"smooth571"
-2.36,NA,100,5,"smooth571"
-2.41,NA,100,5,"smooth571"
-2.46,NA,100,5,"smooth571"
0.01,NA,100,5,"smooth572"
0.06,NA,100,5,"smooth572"
0.11,0.911013085227754,100,5,"smooth572"
0.16,0.90851106959886,100,5,"smooth572"
0.21,0.9060929238935,100,5,"smooth572"
0.26,0.903751710840162,100,5,"smooth572"
0.31,0.901480493167328,100,5,"smooth572"
0.36,0.899272333603483,100,5,"smooth572"
0.41,0.89711801328983,100,5,"smooth572"
0.46,0.894948873789208,100,5,"smooth572"
0.51,0.892771987510346,100,5,"smooth572"
0.56,0.890636963909432,100,5,"smooth572"
0.61,0.888593412442656,100,5,"smooth572"
0.66,0.886690942566205,100,5,"smooth572"
0.71,0.88497916373627,100,5,"smooth572"
0.76,0.88350570568301,100,5,"smooth572"
0.81,0.882238842844894,100,5,"smooth572"
0.86,0.881136938398219,100,5,"smooth572"
0.91,0.880182918220672,100,5,"smooth572"
0.96,0.879359708189936,100,5,"smooth572"
1.01,0.878650234183698,100,5,"smooth572"
1.06,0.878037422079642,100,5,"smooth572"
1.11,0.877504197755454,100,5,"smooth572"
1.16,0.877033487088819,100,5,"smooth572"
1.21,0.876608215957422,100,5,"smooth572"
1.26,0.87620781565921,100,5,"smooth572"
1.31,0.875731918992017,100,5,"smooth572"
1.36,0.875226754082862,100,5,"smooth572"
1.41,0.874808697024156,100,5,"smooth572"
1.46,0.874594123908308,100,5,"smooth572"
1.51,0.874694290036925,100,5,"smooth572"
1.56,0.87502795215207,100,5,"smooth572"
1.61,0.875522974359773,100,5,"smooth572"
1.66,0.876176427528384,100,5,"smooth572"
1.71,0.876985382526248,100,5,"smooth572"
1.76,0.877946910221716,100,5,"smooth572"
1.81,0.879058081483133,100,5,"smooth572"
1.86,0.880315967178849,100,5,"smooth572"
1.91,0.881717638177211,100,5,"smooth572"
1.96,0.883260165346567,100,5,"smooth572"
2.01,0.884940619555265,100,5,"smooth572"
2.06,0.886756071671653,100,5,"smooth572"
2.11,0.888703592564079,100,5,"smooth572"
2.16,0.89078025310089,100,5,"smooth572"
2.21,0.892983124150435,100,5,"smooth572"
2.26,NA,100,5,"smooth572"
2.31,NA,100,5,"smooth572"
2.36,NA,100,5,"smooth572"
2.41,NA,100,5,"smooth572"
2.46,NA,100,5,"smooth572"
-0.01,NA,100,5,"smooth572"
-0.06,NA,100,5,"smooth572"
-0.11,0.911013085227754,100,5,"smooth572"
-0.16,0.90851106959886,100,5,"smooth572"
-0.21,0.9060929238935,100,5,"smooth572"
-0.26,0.903751710840162,100,5,"smooth572"
-0.31,0.901480493167328,100,5,"smooth572"
-0.36,0.899272333603483,100,5,"smooth572"
-0.41,0.89711801328983,100,5,"smooth572"
-0.46,0.894948873789208,100,5,"smooth572"
-0.51,0.892771987510346,100,5,"smooth572"
-0.56,0.890636963909432,100,5,"smooth572"
-0.61,0.888593412442656,100,5,"smooth572"
-0.66,0.886690942566205,100,5,"smooth572"
-0.71,0.88497916373627,100,5,"smooth572"
-0.76,0.88350570568301,100,5,"smooth572"
-0.81,0.882238842844894,100,5,"smooth572"
-0.86,0.881136938398219,100,5,"smooth572"
-0.91,0.880182918220672,100,5,"smooth572"
-0.96,0.879359708189936,100,5,"smooth572"
-1.01,0.878650234183698,100,5,"smooth572"
-1.06,0.878037422079642,100,5,"smooth572"
-1.11,0.877504197755454,100,5,"smooth572"
-1.16,0.877033487088819,100,5,"smooth572"
-1.21,0.876608215957422,100,5,"smooth572"
-1.26,0.87620781565921,100,5,"smooth572"
-1.31,0.875731918992017,100,5,"smooth572"
-1.36,0.875226754082862,100,5,"smooth572"
-1.41,0.874808697024156,100,5,"smooth572"
-1.46,0.874594123908308,100,5,"smooth572"
-1.51,0.874694290036925,100,5,"smooth572"
-1.56,0.87502795215207,100,5,"smooth572"
-1.61,0.875522974359773,100,5,"smooth572"
-1.66,0.876176427528384,100,5,"smooth572"
-1.71,0.876985382526248,100,5,"smooth572"
-1.76,0.877946910221716,100,5,"smooth572"
-1.81,0.879058081483133,100,5,"smooth572"
-1.86,0.880315967178849,100,5,"smooth572"
-1.91,0.881717638177211,100,5,"smooth572"
-1.96,0.883260165346567,100,5,"smooth572"
-2.01,0.884940619555265,100,5,"smooth572"
-2.06,0.886756071671653,100,5,"smooth572"
-2.11,0.888703592564079,100,5,"smooth572"
-2.16,0.89078025310089,100,5,"smooth572"
-2.21,0.892983124150435,100,5,"smooth572"
-2.26,NA,100,5,"smooth572"
-2.31,NA,100,5,"smooth572"
-2.36,NA,100,5,"smooth572"
-2.41,NA,100,5,"smooth572"
-2.46,NA,100,5,"smooth572"
0.01,NA,100,5,"smooth573"
0.06,NA,100,5,"smooth573"
0.11,0.921129919393501,100,5,"smooth573"
0.16,0.917403342497783,100,5,"smooth573"
0.21,0.913828810977612,100,5,"smooth573"
0.26,0.910399797693039,100,5,"smooth573"
0.31,0.907109775504115,100,5,"smooth573"
0.36,0.903952217270889,100,5,"smooth573"
0.41,0.90091875354819,100,5,"smooth573"
0.46,0.897953612259232,100,5,"smooth573"
0.51,0.895063785273663,100,5,"smooth573"
0.56,0.89229087518267,100,5,"smooth573"
0.61,0.889676484577438,100,5,"smooth573"
0.66,0.887262216049152,100,5,"smooth573"
0.71,0.885089672188997,100,5,"smooth573"
0.76,0.883203520408533,100,5,"smooth573"
0.81,0.88171973838144,100,5,"smooth573"
0.86,0.880629344306825,100,5,"smooth573"
0.91,0.879862424151133,100,5,"smooth573"
0.96,0.879349063880805,100,5,"smooth573"
1.01,0.879019349462284,100,5,"smooth573"
1.06,0.878803366862015,100,5,"smooth573"
1.11,0.87863120204644,100,5,"smooth573"
1.16,0.878432940982,100,5,"smooth573"
1.21,0.87813866963514,100,5,"smooth573"
1.26,0.877677263337894,100,5,"smooth573"
1.31,0.87699404896364,100,5,"smooth573"
1.36,0.876205178630715,100,5,"smooth573"
1.41,0.875470704315765,100,5,"smooth573"
1.46,0.874950677995434,100,5,"smooth573"
1.51,0.874797358860069,100,5,"smooth573"
1.56,0.874875301115076,100,5,"smooth573"
1.61,0.875077177702472,100,5,"smooth573"
1.66,0.875403308001284,100,5,"smooth573"
1.71,0.87585401139054,100,5,"smooth573"
1.76,0.876429607249268,100,5,"smooth573"
1.81,0.877130414956497,100,5,"smooth573"
1.86,0.877956753891253,100,5,"smooth573"
1.91,0.878908943432566,100,5,"smooth573"
1.96,0.879987302959463,100,5,"smooth573"
2.01,0.881192151850971,100,5,"smooth573"
2.06,0.88252380948612,100,5,"smooth573"
2.11,0.883982595243936,100,5,"smooth573"
2.16,0.885568828503448,100,5,"smooth573"
2.21,0.887282828643683,100,5,"smooth573"
2.26,NA,100,5,"smooth573"
2.31,NA,100,5,"smooth573"
2.36,NA,100,5,"smooth573"
2.41,NA,100,5,"smooth573"
2.46,NA,100,5,"smooth573"
-0.01,NA,100,5,"smooth573"
-0.06,NA,100,5,"smooth573"
-0.11,0.921129919393501,100,5,"smooth573"
-0.16,0.917403342497783,100,5,"smooth573"
-0.21,0.913828810977612,100,5,"smooth573"
-0.26,0.910399797693039,100,5,"smooth573"
-0.31,0.907109775504115,100,5,"smooth573"
-0.36,0.903952217270889,100,5,"smooth573"
-0.41,0.90091875354819,100,5,"smooth573"
-0.46,0.897953612259232,100,5,"smooth573"
-0.51,0.895063785273663,100,5,"smooth573"
-0.56,0.89229087518267,100,5,"smooth573"
-0.61,0.889676484577438,100,5,"smooth573"
-0.66,0.887262216049152,100,5,"smooth573"
-0.71,0.885089672188997,100,5,"smooth573"
-0.76,0.883203520408533,100,5,"smooth573"
-0.81,0.88171973838144,100,5,"smooth573"
-0.86,0.880629344306825,100,5,"smooth573"
-0.91,0.879862424151133,100,5,"smooth573"
-0.96,0.879349063880805,100,5,"smooth573"
-1.01,0.879019349462284,100,5,"smooth573"
-1.06,0.878803366862015,100,5,"smooth573"
-1.11,0.87863120204644,100,5,"smooth573"
-1.16,0.878432940982,100,5,"smooth573"
-1.21,0.87813866963514,100,5,"smooth573"
-1.26,0.877677263337894,100,5,"smooth573"
-1.31,0.87699404896364,100,5,"smooth573"
-1.36,0.876205178630715,100,5,"smooth573"
-1.41,0.875470704315765,100,5,"smooth573"
-1.46,0.874950677995434,100,5,"smooth573"
-1.51,0.874797358860069,100,5,"smooth573"
-1.56,0.874875301115076,100,5,"smooth573"
-1.61,0.875077177702472,100,5,"smooth573"
-1.66,0.875403308001284,100,5,"smooth573"
-1.71,0.87585401139054,100,5,"smooth573"
-1.76,0.876429607249268,100,5,"smooth573"
-1.81,0.877130414956497,100,5,"smooth573"
-1.86,0.877956753891253,100,5,"smooth573"
-1.91,0.878908943432566,100,5,"smooth573"
-1.96,0.879987302959463,100,5,"smooth573"
-2.01,0.881192151850971,100,5,"smooth573"
-2.06,0.88252380948612,100,5,"smooth573"
-2.11,0.883982595243936,100,5,"smooth573"
-2.16,0.885568828503448,100,5,"smooth573"
-2.21,0.887282828643683,100,5,"smooth573"
-2.26,NA,100,5,"smooth573"
-2.31,NA,100,5,"smooth573"
-2.36,NA,100,5,"smooth573"
-2.41,NA,100,5,"smooth573"
-2.46,NA,100,5,"smooth573"
0.01,NA,100,5,"smooth574"
0.06,NA,100,5,"smooth574"
0.11,0.902123805086062,100,5,"smooth574"
0.16,0.900025267945302,100,5,"smooth574"
0.21,0.898000630215713,100,5,"smooth574"
0.26,0.896043584482467,100,5,"smooth574"
0.31,0.894147823330734,100,5,"smooth574"
0.36,0.892307039345684,100,5,"smooth574"
0.41,0.890513121020148,100,5,"smooth574"
0.46,0.88871144892324,100,5,"smooth574"
0.51,0.886908624778666,100,5,"smooth574"
0.56,0.885145103801417,100,5,"smooth574"
0.61,0.883461341206483,100,5,"smooth574"
0.66,0.881897792208852,100,5,"smooth574"
0.71,0.880494912023517,100,5,"smooth574"
0.76,0.879294724127292,100,5,"smooth574"
0.81,0.878367407505482,100,5,"smooth574"
0.86,0.877696513212979,100,5,"smooth574"
0.91,0.877230709506575,100,5,"smooth574"
0.96,0.876918664643064,100,5,"smooth574"
1.01,0.876709046879237,100,5,"smooth574"
1.06,0.876550524471888,100,5,"smooth574"
1.11,0.876391765677808,100,5,"smooth574"
1.16,0.87618143875379,100,5,"smooth574"
1.21,0.875868211956628,100,5,"smooth574"
1.26,0.87539897752179,100,5,"smooth574"
1.31,0.874709584762543,100,5,"smooth574"
1.36,0.873890725257172,100,5,"smooth574"
1.41,0.873081857929616,100,5,"smooth574"
1.46,0.872422441703814,100,5,"smooth574"
1.51,0.872045261414199,100,5,"smooth574"
1.56,0.871835954410656,100,5,"smooth574"
1.61,0.871702214542671,100,5,"smooth574"
1.66,0.871643598149471,100,5,"smooth574"
1.71,0.871659661570284,100,5,"smooth574"
1.76,0.871749961144335,100,5,"smooth574"
1.81,0.871914053210853,100,5,"smooth574"
1.86,0.872151494109063,100,5,"smooth574"
1.91,0.872461840178193,100,5,"smooth574"
1.96,0.87284464775747,100,5,"smooth574"
2.01,0.873299473186118,100,5,"smooth574"
2.06,0.873825872803368,100,5,"smooth574"
2.11,0.874423402948444,100,5,"smooth574"
2.16,0.875091619960574,100,5,"smooth574"
2.21,0.875830080178985,100,5,"smooth574"
2.26,NA,100,5,"smooth574"
2.31,NA,100,5,"smooth574"
2.36,NA,100,5,"smooth574"
2.41,NA,100,5,"smooth574"
2.46,NA,100,5,"smooth574"
-0.01,NA,100,5,"smooth574"
-0.06,NA,100,5,"smooth574"
-0.11,0.902123805086062,100,5,"smooth574"
-0.16,0.900025267945302,100,5,"smooth574"
-0.21,0.898000630215713,100,5,"smooth574"
-0.26,0.896043584482467,100,5,"smooth574"
-0.31,0.894147823330734,100,5,"smooth574"
-0.36,0.892307039345684,100,5,"smooth574"
-0.41,0.890513121020148,100,5,"smooth574"
-0.46,0.88871144892324,100,5,"smooth574"
-0.51,0.886908624778666,100,5,"smooth574"
-0.56,0.885145103801417,100,5,"smooth574"
-0.61,0.883461341206483,100,5,"smooth574"
-0.66,0.881897792208852,100,5,"smooth574"
-0.71,0.880494912023517,100,5,"smooth574"
-0.76,0.879294724127292,100,5,"smooth574"
-0.81,0.878367407505482,100,5,"smooth574"
-0.86,0.877696513212979,100,5,"smooth574"
-0.91,0.877230709506575,100,5,"smooth574"
-0.96,0.876918664643064,100,5,"smooth574"
-1.01,0.876709046879237,100,5,"smooth574"
-1.06,0.876550524471888,100,5,"smooth574"
-1.11,0.876391765677808,100,5,"smooth574"
-1.16,0.87618143875379,100,5,"smooth574"
-1.21,0.875868211956628,100,5,"smooth574"
-1.26,0.87539897752179,100,5,"smooth574"
-1.31,0.874709584762543,100,5,"smooth574"
-1.36,0.873890725257172,100,5,"smooth574"
-1.41,0.873081857929616,100,5,"smooth574"
-1.46,0.872422441703814,100,5,"smooth574"
-1.51,0.872045261414199,100,5,"smooth574"
-1.56,0.871835954410656,100,5,"smooth574"
-1.61,0.871702214542671,100,5,"smooth574"
-1.66,0.871643598149471,100,5,"smooth574"
-1.71,0.871659661570284,100,5,"smooth574"
-1.76,0.871749961144335,100,5,"smooth574"
-1.81,0.871914053210853,100,5,"smooth574"
-1.86,0.872151494109063,100,5,"smooth574"
-1.91,0.872461840178193,100,5,"smooth574"
-1.96,0.87284464775747,100,5,"smooth574"
-2.01,0.873299473186118,100,5,"smooth574"
-2.06,0.873825872803368,100,5,"smooth574"
-2.11,0.874423402948444,100,5,"smooth574"
-2.16,0.875091619960574,100,5,"smooth574"
-2.21,0.875830080178985,100,5,"smooth574"
-2.26,NA,100,5,"smooth574"
-2.31,NA,100,5,"smooth574"
-2.36,NA,100,5,"smooth574"
-2.41,NA,100,5,"smooth574"
-2.46,NA,100,5,"smooth574"
0.01,NA,100,5,"smooth575"
0.06,NA,100,5,"smooth575"
0.11,0.89495739023381,100,5,"smooth575"
0.16,0.89243910156784,100,5,"smooth575"
0.21,0.890022021130141,100,5,"smooth575"
0.26,0.88769528847484,100,5,"smooth575"
0.31,0.885448043156062,100,5,"smooth575"
0.36,0.883269424727936,100,5,"smooth575"
0.41,0.881146675255353,100,5,"smooth575"
0.46,0.879019991878747,100,5,"smooth575"
0.51,0.876899054712428,100,5,"smooth575"
0.56,0.874829981356741,100,5,"smooth575"
0.61,0.872858889412033,100,5,"smooth575"
0.66,0.87103189647865,100,5,"smooth575"
0.71,0.869395120156936,100,5,"smooth575"
0.76,0.867993173090753,100,5,"smooth575"
0.81,0.866806926391766,100,5,"smooth575"
0.86,0.865800415248326,100,5,"smooth575"
0.91,0.86495482840832,100,5,"smooth575"
0.96,0.864251354619636,100,5,"smooth575"
1.01,0.863671182630162,100,5,"smooth575"
1.06,0.863195501187786,100,5,"smooth575"
1.11,0.862805499040395,100,5,"smooth575"
1.16,0.862482364935877,100,5,"smooth575"
1.21,0.86220728762212,100,5,"smooth575"
1.26,0.86195618354087,100,5,"smooth575"
1.31,0.861582899908279,100,5,"smooth575"
1.36,0.861157890032393,100,5,"smooth575"
1.41,0.860856695039929,100,5,"smooth575"
1.46,0.8608548560576,100,5,"smooth575"
1.51,0.861319319105025,100,5,"smooth575"
1.56,0.862099707908935,100,5,"smooth575"
1.61,0.86307667054888,100,5,"smooth575"
1.66,0.864249586210984,100,5,"smooth575"
1.71,0.86561783408137,100,5,"smooth575"
1.76,0.867180793346163,100,5,"smooth575"
1.81,0.868937843191486,100,5,"smooth575"
1.86,0.870888362803463,100,5,"smooth575"
1.91,0.873031731368217,100,5,"smooth575"
1.96,0.875367328071874,100,5,"smooth575"
2.01,0.877894532100555,100,5,"smooth575"
2.06,0.880612722640386,100,5,"smooth575"
2.11,0.88352127887749,100,5,"smooth575"
2.16,0.88661957999799,100,5,"smooth575"
2.21,0.889907005188012,100,5,"smooth575"
2.26,NA,100,5,"smooth575"
2.31,NA,100,5,"smooth575"
2.36,NA,100,5,"smooth575"
2.41,NA,100,5,"smooth575"
2.46,NA,100,5,"smooth575"
-0.01,NA,100,5,"smooth575"
-0.06,NA,100,5,"smooth575"
-0.11,0.89495739023381,100,5,"smooth575"
-0.16,0.89243910156784,100,5,"smooth575"
-0.21,0.890022021130141,100,5,"smooth575"
-0.26,0.88769528847484,100,5,"smooth575"
-0.31,0.885448043156062,100,5,"smooth575"
-0.36,0.883269424727936,100,5,"smooth575"
-0.41,0.881146675255353,100,5,"smooth575"
-0.46,0.879019991878747,100,5,"smooth575"
-0.51,0.876899054712428,100,5,"smooth575"
-0.56,0.874829981356741,100,5,"smooth575"
-0.61,0.872858889412033,100,5,"smooth575"
-0.66,0.87103189647865,100,5,"smooth575"
-0.71,0.869395120156936,100,5,"smooth575"
-0.76,0.867993173090753,100,5,"smooth575"
-0.81,0.866806926391766,100,5,"smooth575"
-0.86,0.865800415248326,100,5,"smooth575"
-0.91,0.86495482840832,100,5,"smooth575"
-0.96,0.864251354619636,100,5,"smooth575"
-1.01,0.863671182630162,100,5,"smooth575"
-1.06,0.863195501187786,100,5,"smooth575"
-1.11,0.862805499040395,100,5,"smooth575"
-1.16,0.862482364935877,100,5,"smooth575"
-1.21,0.86220728762212,100,5,"smooth575"
-1.26,0.86195618354087,100,5,"smooth575"
-1.31,0.861582899908279,100,5,"smooth575"
-1.36,0.861157890032393,100,5,"smooth575"
-1.41,0.860856695039929,100,5,"smooth575"
-1.46,0.8608548560576,100,5,"smooth575"
-1.51,0.861319319105025,100,5,"smooth575"
-1.56,0.862099707908935,100,5,"smooth575"
-1.61,0.86307667054888,100,5,"smooth575"
-1.66,0.864249586210984,100,5,"smooth575"
-1.71,0.86561783408137,100,5,"smooth575"
-1.76,0.867180793346163,100,5,"smooth575"
-1.81,0.868937843191486,100,5,"smooth575"
-1.86,0.870888362803463,100,5,"smooth575"
-1.91,0.873031731368217,100,5,"smooth575"
-1.96,0.875367328071874,100,5,"smooth575"
-2.01,0.877894532100555,100,5,"smooth575"
-2.06,0.880612722640386,100,5,"smooth575"
-2.11,0.88352127887749,100,5,"smooth575"
-2.16,0.88661957999799,100,5,"smooth575"
-2.21,0.889907005188012,100,5,"smooth575"
-2.26,NA,100,5,"smooth575"
-2.31,NA,100,5,"smooth575"
-2.36,NA,100,5,"smooth575"
-2.41,NA,100,5,"smooth575"
-2.46,NA,100,5,"smooth575"
0.01,NA,100,5,"smooth576"
0.06,NA,100,5,"smooth576"
0.11,0.913117450808852,100,5,"smooth576"
0.16,0.909054809867024,100,5,"smooth576"
0.21,0.905159961745197,100,5,"smooth576"
0.26,0.901424515495532,100,5,"smooth576"
0.31,0.897840080170192,100,5,"smooth576"
0.36,0.89439826482134,100,5,"smooth576"
0.41,0.891088963428563,100,5,"smooth576"
0.46,0.887858890435919,100,5,"smooth576"
0.51,0.884715774107564,100,5,"smooth576"
0.56,0.881699985107419,100,5,"smooth576"
0.61,0.878851894099406,100,5,"smooth576"
0.66,0.876211871747447,100,5,"smooth576"
0.71,0.873820288715463,100,5,"smooth576"
0.76,0.871716447394521,100,5,"smooth576"
0.81,0.869891056855655,100,5,"smooth576"
0.86,0.868313763428136,100,5,"smooth576"
0.91,0.86696490198972,100,5,"smooth576"
0.96,0.865824807418161,100,5,"smooth576"
1.01,0.864873814591217,100,5,"smooth576"
1.06,0.864092258386643,100,5,"smooth576"
1.11,0.863460473682196,100,5,"smooth576"
1.16,0.86295879535563,100,5,"smooth576"
1.21,0.862567558284704,100,5,"smooth576"
1.26,0.862263140313902,100,5,"smooth576"
1.31,0.86193368970645,100,5,"smooth576"
1.36,0.861639145329261,100,5,"smooth576"
1.41,0.861519823240848,100,5,"smooth576"
1.46,0.861716039499722,100,5,"smooth576"
1.51,0.86236135029058,100,5,"smooth576"
1.56,0.863339103741873,100,5,"smooth576"
1.61,0.864555304025318,100,5,"smooth576"
1.66,0.866009050140793,100,5,"smooth576"
1.71,0.867699441088175,100,5,"smooth576"
1.76,0.869625575867344,100,5,"smooth576"
1.81,0.871786553478178,100,5,"smooth576"
1.86,0.874181472920557,100,5,"smooth576"
1.91,0.876809433194357,100,5,"smooth576"
1.96,0.879669533299459,100,5,"smooth576"
2.01,0.88276087223574,100,5,"smooth576"
2.06,0.886082549003078,100,5,"smooth576"
2.11,0.889633662601354,100,5,"smooth576"
2.16,0.893413312030444,100,5,"smooth576"
2.21,0.897420596290229,100,5,"smooth576"
2.26,NA,100,5,"smooth576"
2.31,NA,100,5,"smooth576"
2.36,NA,100,5,"smooth576"
2.41,NA,100,5,"smooth576"
2.46,NA,100,5,"smooth576"
-0.01,NA,100,5,"smooth576"
-0.06,NA,100,5,"smooth576"
-0.11,0.913117450808852,100,5,"smooth576"
-0.16,0.909054809867024,100,5,"smooth576"
-0.21,0.905159961745197,100,5,"smooth576"
-0.26,0.901424515495532,100,5,"smooth576"
-0.31,0.897840080170192,100,5,"smooth576"
-0.36,0.89439826482134,100,5,"smooth576"
-0.41,0.891088963428563,100,5,"smooth576"
-0.46,0.887858890435919,100,5,"smooth576"
-0.51,0.884715774107564,100,5,"smooth576"
-0.56,0.881699985107419,100,5,"smooth576"
-0.61,0.878851894099406,100,5,"smooth576"
-0.66,0.876211871747447,100,5,"smooth576"
-0.71,0.873820288715463,100,5,"smooth576"
-0.76,0.871716447394521,100,5,"smooth576"
-0.81,0.869891056855655,100,5,"smooth576"
-0.86,0.868313763428136,100,5,"smooth576"
-0.91,0.86696490198972,100,5,"smooth576"
-0.96,0.865824807418161,100,5,"smooth576"
-1.01,0.864873814591217,100,5,"smooth576"
-1.06,0.864092258386643,100,5,"smooth576"
-1.11,0.863460473682196,100,5,"smooth576"
-1.16,0.86295879535563,100,5,"smooth576"
-1.21,0.862567558284704,100,5,"smooth576"
-1.26,0.862263140313902,100,5,"smooth576"
-1.31,0.86193368970645,100,5,"smooth576"
-1.36,0.861639145329261,100,5,"smooth576"
-1.41,0.861519823240848,100,5,"smooth576"
-1.46,0.861716039499722,100,5,"smooth576"
-1.51,0.86236135029058,100,5,"smooth576"
-1.56,0.863339103741873,100,5,"smooth576"
-1.61,0.864555304025318,100,5,"smooth576"
-1.66,0.866009050140793,100,5,"smooth576"
-1.71,0.867699441088175,100,5,"smooth576"
-1.76,0.869625575867344,100,5,"smooth576"
-1.81,0.871786553478178,100,5,"smooth576"
-1.86,0.874181472920557,100,5,"smooth576"
-1.91,0.876809433194357,100,5,"smooth576"
-1.96,0.879669533299459,100,5,"smooth576"
-2.01,0.88276087223574,100,5,"smooth576"
-2.06,0.886082549003078,100,5,"smooth576"
-2.11,0.889633662601354,100,5,"smooth576"
-2.16,0.893413312030444,100,5,"smooth576"
-2.21,0.897420596290229,100,5,"smooth576"
-2.26,NA,100,5,"smooth576"
-2.31,NA,100,5,"smooth576"
-2.36,NA,100,5,"smooth576"
-2.41,NA,100,5,"smooth576"
-2.46,NA,100,5,"smooth576"
0.01,NA,100,5,"smooth577"
0.06,NA,100,5,"smooth577"
0.11,0.903775231281082,100,5,"smooth577"
0.16,0.900850445006157,100,5,"smooth577"
0.21,0.89805185855591,100,5,"smooth577"
0.26,0.895370594182816,100,5,"smooth577"
0.31,0.892797774139355,100,5,"smooth577"
0.36,0.890324520678004,100,5,"smooth577"
0.41,0.887939421227928,100,5,"smooth577"
0.46,0.885565687855258,100,5,"smooth577"
0.51,0.883212469631538,100,5,"smooth577"
0.56,0.880936467904827,100,5,"smooth577"
0.61,0.878794384023187,100,5,"smooth577"
0.66,0.876842919334679,100,5,"smooth577"
0.71,0.875138775187362,100,5,"smooth577"
0.76,0.873739771365746,100,5,"smooth577"
0.81,0.872711702101576,100,5,"smooth577"
0.86,0.872025628182674,100,5,"smooth577"
0.91,0.871622352960735,100,5,"smooth577"
0.96,0.871442679787454,100,5,"smooth577"
1.01,0.871427412014526,100,5,"smooth577"
1.06,0.871517352993646,100,5,"smooth577"
1.11,0.871653306076508,100,5,"smooth577"
1.16,0.871776074614809,100,5,"smooth577"
1.21,0.871826461960241,100,5,"smooth577"
1.26,0.871742291079125,100,5,"smooth577"
1.31,0.871424396745137,100,5,"smooth577"
1.36,0.870983214885043,100,5,"smooth577"
1.41,0.870602816098025,100,5,"smooth577"
1.46,0.870467270983266,100,5,"smooth577"
1.51,0.870751931149234,100,5,"smooth577"
1.56,0.871308683020269,100,5,"smooth577"
1.61,0.872016612719737,100,5,"smooth577"
1.66,0.872874551341964,100,5,"smooth577"
1.71,0.873881329981278,100,5,"smooth577"
1.76,0.875035779732005,100,5,"smooth577"
1.81,0.87633673168847,100,5,"smooth577"
1.86,0.877783016945003,100,5,"smooth577"
1.91,0.879373466595929,100,5,"smooth577"
1.96,0.881106911735574,100,5,"smooth577"
